activity_code,exercise_name,mets,source,source_url
11540,シャベルで掘る：溝を掘る,7.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11550,シャベルで掘る：毎分7.3kg以上、深く掘る、きつい労力,8.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11560,シャベルで掘る：毎分4.5kg未満、ほどほどの労力,5.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11570,シャベルで掘る：毎分4.5-6.8kg、きつい労力,6.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11580,座位作業：楽な労力(例：オフィスワーク、化学実験、簡単な組み立て作業、時計の修理、読書、デスクワーク),1.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11582,座位：パソコン作業,1.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11583,立位作業：タイピング、パソコン作業,1.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11585,座位での打合せ：楽な労力、全般、談話を含む(例：食事をしながらの打合せ),1.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11590,座位作業：ほどほどの労力(例：重いレバーを押す、芝刈り機やフォークリフトに乗る、クレーンの操作),2.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11593,座位：ストレッチやヨガ、または強度の低い運動の指導をする,2.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11600,立位作業：楽な労力(例：バーテンダー、商店の販売員、組立作業、書類整理、コピーをとる、図書館司書、クリ スマスツリーの飾りつけ、仕事中の立ち話、体育授業での着替え),1.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11610,立位作業：楽からほどほどの労力(例：重い部品の組立や修理、溶接、部品の仕入れ、自動車修理、梱包、看護、 洗濯),3.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11615,立位：ほどほどの労力、物を持ち続ける、4.5-9.1kg、ほとんど歩行しない、あるいはじっとしている,4.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11620,立位：ほどほどの労力、断続的に22.7kgの物を持ち上げる、ロープを結ぶ/巻きつける),3.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11630,立位：ほどほどからきつい作業(例：22.7kg以上の物を持ち上げる、レンガを積み上げる、塗装、壁紙を貼る),4.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11650,患者の世話：ヘルスケア活動,2.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11660,患者の世話：部屋の掃除・準備,3.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11708,製鋼所：ほどほどの労力(例：鋳肌仕上げ、鍛造、鋳型を傾ける),5.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11710,製鋼所：きつい労力(例：手作業での圧延、圧延機の使用、鉱滓を取り除く、溶鉱炉の手入れをする),8.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11720,仕立て作業：生地の裁断,2.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11730,仕立て作業：全般,2.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11740,仕立て作業：手縫いをする,1.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11750,仕立て作業：ミシンをかける,2.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11760,仕立て作業：アイロンがけ,3.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11763,仕立て作業：機織り、楽な労力(例：仕上げ、洗濯、染色、検針、長さを測る、書類業務),2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11765,仕立て作業：機織り、ほどほどの労力(例：紡績や機織り作業、糸の箱を紡績機に運ぶ、縦糸を機械にセットす る、ピンワインディング、コーンワインディング、整経、裁断),4.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11766,トラック運転：荷物を積むまたは積み降ろす、荷物をロープで固定する、立位、歩行や重い荷物の運搬を伴う,6.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11767,トラック運転：運送トラック、タクシー、シャトルバス、スクールバス,2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11770,タイピング：電子タイプライター、手動タイプライター、コンピュータのキーボード,1.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11780,圧縮空気を動力とする重たい電動工具を使う(例：削岩機、ドリル),6.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11790,シャベル、つるはし、じょうご、くわのような(電動ではない)重たい道具を使う,7.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11791,仕事中の歩行：3.2km/時未満、非常にゆっくり、オフィスや研究室内,2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11792,仕事中の歩行：4.5 - 5.5km/時、オフィス内、ほどほどの速さ、何も持たずに,3.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11793,仕事中の歩行：5.7 - 6.3km/時、オフィス内、速い、何も持たずに,4.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11795,仕事中の歩行：4.1km/時、ゆっくりとした速さ、11.3kg未満の軽い物を運ぶ,3.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11796,歩行：職場で物を回収する、出発の準備をする,3.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11797,歩行：4.1km/時、ゆっくりとした速さ11.3kg以上の重たい物を運ぶ,3.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11800,歩行：4.8km/時、ほどほどの速さで11.3kg未満の軽い物を運ぶ,4.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11805,歩行：車いすを押して歩く,3.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11810,歩行：5.7km/時、きびきびと11.3kg未満の物を運ぶ,4.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11820,歩行、階段を降りる、立位：11.3-22.2kgの物を運ぶ,4.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11830,歩行、階段を降りる、立位：22.7-33.6kgの物を運ぶ,5.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11840,歩行、階段を降りる、立位：34.0-44.9kgの物を運ぶ,7.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11850,歩行、階段を降りる、立位：45.4kg以上の物を運ぶ,7.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11860,倉庫・物流センター：荷物の積み降ろし,2.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11862,倉庫・物流センター：荷物の運搬（5kg以下）,4.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11870,劇場の作業場での仕事：舞台俳優、舞台裏の仕事,3.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11880,兵隊：軍隊の行進、装備なしで2.4 - 4.1 km/時,3.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11882,兵隊：軍隊の行進、2.4 - 4.1 km/時、10 - 30kgの装備,4.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11884,小走り：4.1 - 5.7 km/時、20 - 30kgの装備,5.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11886,兵隊：軍装備一式を装着した行進、起伏のある地面、25 - 40kgの装備,6.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11887,兵隊：歩行、4.5km/時、傾斜5％、21.5kgまでの装備,6.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
11888,兵隊：歩行、4.5km/時、傾斜10％、21.5kgまでの装備,8.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12010,ジョギングと歩行の組み合わせ(ジョギングは10分未満),6.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12020,ジョギング：全般、自分で選んだペースで,7.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12025,ジョギング：その場で,4.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12026,ジョギング：4.2-6.0km/時 (70-99m/分),3.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12027,ジョギング：ミニトランポリンの上で,4.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12028,ランニング：6.5-6.8km/時 (107-113m/分),6.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12029,ランニング：7.0-7.8km/時 (115-129m/分),7.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12030,ランニング：8.1-8.4km/時 (134-139m/分),8.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12045,ランニング：8.9-9.4km/時 (147-155m/分),9.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12050,ランニング：9.7-10.2km/時 (161-169m/分),9.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12060,ランニング：10.9km/時 (180m/分),10.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12070,ランニング：11.3km/時 (188m/分),11.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12080,ランニング：12.2km/時 (201m/分),11.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12090,ランニング：13.0km/時 (214m/分),12.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12100,ランニング：13.9km/時 (231m/分),12.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12110,ランニング：14.6km/時 (241m/分),13.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12115,ランニング：15.1-15.6km/時 (249-257m/分),14.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12120,ランニング：16.2km/時 (268m/分),14.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12130,ランニング：17.8km/時 (295m/分),16.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12132,ランニング：19.4km/時 (322m/分),18.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12134,ランニング：21.1km/時 (348m/分),19.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12135,ランニング：22.7km/時 (375m/分),23.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12140,ランニング：クロスカントリー,9.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12145,ランニング：自分で選んだペースで,10.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12150,ランニング(Taylor Code 200),8.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12170,ランニング：階段を上がる,15.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12180,ランニング：トラック、チーム練習,10.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12184,ランニング：トラック、500 - 1500m走、競技,18.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12186,ランニング：トラック、2000 - 3000m走、競技,19.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12190,ランニング：トレーニング、車いすやベビーカーを押す,8.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12200,ランニング：マラソン,13.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12255,ランニング：上り坂、7.3km/時、傾斜5％,10.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12260,ランニング：上り坂、9.7km/時、傾斜5％,13.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12265,ランニング：上り坂、11.3km/時、傾斜5％,15.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12325,ランニング：上り坂、8.1 - 9.6km/時、傾斜15％,17.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12335,ランニング：上り坂、1.0 - 1.3km/時、傾斜30％,8.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12337,ランニング：上り坂、1.3 - 1.6km/時、傾斜30％,10.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12339,ランニング：上り坂、1.6 - 1.9km/時、傾斜30％,11.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12341,ランニング：上り坂、1.9 - 2.3km/時、傾斜30 - 40％,13.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12343,ランニング：上り坂、2.3 - 2.6km/時、傾斜30％,14.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12345,ランニング：上り坂、2.6km/時より速い、傾斜10 - 30％,16.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12352,ランニング：下り坂、8.1 - 9.6km/時、傾斜10 - 15％,5.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12353,ランニング：下り坂、9.7 - 11.2km/時、傾斜10 - 15％,7.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12355,ランニング：丘陵地帯、高低差100m以内,16.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12355,ランニング：下り坂、11.3 - 14.4km/時、傾斜10 - 15％,9.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12358,ランニング：下り坂、9.7 - 12.8km/時、傾斜3 - 9％,9.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12361,ランニング：下り坂、13.0 - 17.0 km/時、傾斜3 - 9％,13.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12405,ランニング・ジョギング：カーブトレッドミル、4.9 - 6.3 km/時,5.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12408,ランニング・ジョギング：カーブトレッドミル、6.5 - 7.9 km/時,6.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12410,ランニング：カーブトレッドミル、8.1 - 9.6 km/時,11.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12412,ランニング：カーブトレッドミル、11.3 - 12.8km/時,12.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12414,ランニング：カーブトレッドミル、13.0 - 14.4 km/時,14.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12416,ランニング：カーブトレッドミル、14.6 - 16.0 km/時,16.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12508,ランニング：8.1 - 9.6 km/時、1.0 - 3.0 kgのバックパックを背負って,8.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12510,ランニング：9.7 - 11.2 km/時、1.0 - 3.0 kgのバックパックを背負って,9.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12512,ランニング：11.3 - 12.8 km/時、1.0 - 3.0 kgのバックパックを背負って,9.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12514,ランニング：13.0 - 14.4 km/時、1.0 - 3.0 kgのバックパックを背負って,12.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12555,ランニング：裸足、5.7 - 9.6 km/時,7.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12560,ランニング：裸足、9.7 - 12.8 km/時,12.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12565,ランニング：裸足、13.0 - 14.4 km/時,13.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12585,ランニング：ジョギングストーラー（ベビーカー）、屋内、8.1 km/時,8.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12588,ランニング：ジョギングストーラー（ベビーカー）、屋内、9.7 km/時,9.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12593,ランニング：ジョギングストーラー（ベビーカー）、屋外、8.1 km/時,10.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12595,ランニング：ジョギングストーラー（ベビーカー）、屋外、9.7 km/時,11.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12600,スキップ：8.9- 9.7 km/時,11.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
12620,トライアスロン：ランニング,13.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13000,就寝の準備をする：全般、立位,2.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13009,トイレ：座位、立位、またはしゃがんでの排泄,2.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13010,入浴：座位,1.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13020,着替え：立位、または座位,2.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13030,食事をする：座位,1.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13035,会話をしながら食事をするまたは食事のみ：立位,2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13036,薬を飲む：座位、または立位,1.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13040,身支度をする：手を洗う、髭を剃る、歯を磨く、化粧をする、座位、または立位,2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13045,髪形を整える：立位,2.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13046,ヘアーカットやネイルアートをしてもらう：座位,1.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
13050,シャワーを浴びる：タオルで拭く、立位,2.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
14010,積極的：きつい労力,5.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
14020,全般：ほどほどの労力,3.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
14030,受動的：楽な労力、キスをする、抱きしめる,1.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15000,アラスカ・ネィティブ・ゲーム：エスキモーオリンピック、全般,5.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15010,アーチェリー：狩猟以外,4.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15020,バドミントン：競技,7.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15025,バドミントン：競技、試合,9.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15030,バドミントン：試合以外でのシングルとダブルス、全般,5.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15040,バスケットボール：試合,8.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15050,バスケットボール：試合以外、全般,6.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15055,バスケットボール：全般,7.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15060,バスケットボール：審判をする,7.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15062,バスケットボール：審判をする,5.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15070,バスケットボール：シュート練習,5.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15072,バスケットボール：反復練習、実践練習,9.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15080,ビリヤード,2.5,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15090,ボウリング,3.0,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15092,ボウリング：屋内、ボウリング場で,3.8,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
15100,ボクシング：リング上で、全般,12.3,pacompendium_2024_japanese_pdf,https://pacompendium.com/wp-content/uploads/2024/11/2024compendium_adult_japanese-2.pdf
